event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
USA18060,"28 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Christian Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",California,Humboldt,,Eureka,40.804,-124.1654,1,"Crowd Counting Consortium; Redheaded Blackbelt",Other-National,"On 28 November 2020, about 40 people staged a 'Stop the Steal' march from the Republican headquarters to the Humboldt County Courthouse in Eureka (California) in support of President Trump and against 2020 presidential election results.",0,"crowd size=about 40; stop the steal",1680633666
USA18063,"28 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Fulton,,"Johns Creek",34.0426,-84.1932,1,"Crowd Counting Consortium; Fox5 Atlanta",Other-Subnational,"On 28 November 2020, about 200 people caravanned outside of Secretary of State Brad Raffensperger's home in Johns Creek (Georgia) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. The group called Raffensperger an 'enemy of the people' as a top election official, and many called for his resignation.",0,"crowd size=about 200; stop the steal",1680633666
USA18070,"28 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys",Protesters,"Protesters (United States)","BLM: Black Lives Matter; Antifa (United States)",Protesters,Protesters-Protesters,,840,"North America","United States","North Carolina",Wake,,Raleigh,35.781,-78.6392,1,"WWAY-TV 3; Political Research Associates; Twitter; Crowd Counting Consortium; WRAL-TV5","Other-New media","On 28 November 2020, people including members of the Proud Boys, Stop The Steal NC, and ReOpenNC protested in Raleigh (North Carolina) at an event referred to as the 'Conservative Thanksgiving w Cooper' named for the governor of NC, Roy Cooper (D). They rallied in support of President Trump's allegations of voter fraud in the presidential election and against coronavirus restrictions. The main organizer indicated that the Proud Boys were there to provide 'security' for the 'Stop the Steal'/'ReOpen' aligned event, but Proud Boys were among the most visible participants. Counter-demonstrators with NC Born and some reportedly with Antifa protested in support of the Black Lives Matter movement and against police violence, as well as to support President-Elect Biden. The two groups argued but no physical altercations were reported.",0,"counter-demonstration; crowd size=no report; stop the steal",1680633666
USA18074,"28 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys",Protesters,"Protesters (United States)","Antifa (United States)",Protesters,Protesters-Protesters,,840,"North America","United States",California,Sacramento,,Sacramento,38.5799,-121.4962,1,"Antifa Sacramento; It's Going Down; J. The Jewish News of Northern California",Other-Subnational,"On 28 November 2020, an unreported number of people including Proud Boys members staged a 'MAGA' and 'Stop the Steal' rally from the Capitol to Cesar Chavez Park in Sacramento (California) in support of President Trump and against 2020 Presidential election results. Roughly a dozen counter-protesters identified as anti-fascists were present during the demonstration. The two groups reportedly exchanged insults and threats. MAGA demonstrators allegedly called for violence against citizens but no altercations were reported. A Proud Boy member allegedly followed and intimidated counter-demonstrators after the event.",0,"counter-demonstration; crowd size=roughly a dozen; stop the steal",1698774973
USA18008,"25 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Pennsylvania,Adams,,Gettysburg,39.8309,-77.2311,1,Twitter,"New media","On 25 November 2020, 200 to 300 people protested outside the GOP Senate Policy Committee meeting in Gettysburg (Pennsylvania) in support of President Trump. A number of people carried signs accusing democrats of corruption and to 'stop the steal,' based on unfounded allegations of voter fraud.",0,"crowd size=200 to 300; stop the steal",1680633666
USA17964,"23 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Michigan,Ingham,,Lansing,42.7339,-84.5555,1,"Detroit News; Lansing State Journal; TV7&4; Political Research Associates",Other-Subnational,"On 23 November 2020, 3 dozen Trump supporters gathered for a 'Stop the Steal' outside of the Capitol building in Lansing (Michigan) in an effort to influence the canvassers' meeting in favor of Donald Trump. Biden supporters in dozens to 120 cars, including members of the We Make Michigan Coalition also showed up for a 'Driving for Democracy' event to show support for the certification of Michigan's 2020 election results in favor of Joe Biden.",0,"count every vote; counter-demonstration; crowd size=3 dozen; stop the steal",1680633502
USA17921,"22 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Wisconsin,Outagamie,,Appleton,44.2619,-88.4154,1,"WFRV Local 5; Crowd Counting Consortium",Other-Subnational,"On 22 November 2020, a crowd of Trump supporters turned up for a 'Stop the Steal-Support our President' rally in Appleton (Wisconsin) in support of the President's false claims about voter fraud and against the outcome of the election.",0,"crowd size=no report; stop the steal",1680633502
USA17785,"21 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Tennessee,Davidson,,Nashville,36.166,-86.7842,1,"Fox17 (Nashville)",Subnational,"On 21 November 2020, a large group of people gathered outside the Capitol building in Nashville (Tennessee) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=large; stop the steal",1680633502
USA17770,"21 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","PSL: Party for Socialism and Liberation",Protesters,"Protesters (United States)","Proud Boys",Protesters,Protesters-Protesters,,840,"North America","United States",Colorado,Denver,,Denver,39.7392,-104.991,1,"Westword; CBS4 (Denver)",Subnational,"On 21 November 2020, demonstrators, including members of the Proud Boys, gathered in downtown Denver (Colorado) to stage a Stop the Steal rally in support of President Trump. At the same time demonstrators organized by the Party for Socialism and Liberation marched in downtown Denver to protest an update to language in an executive order regarding the case of Elijah McClain's death on 30 August 2019. These demonstrators were counter-protested by the supporters of Donald Trump, but the two groups were kept separate by police and no altercations or arrests were reported. The Trump supporters later marched through downtown Denver.",0,"counter-demonstration; crowd size=no report; stop the steal",1680633502
USA17797,"21 November 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (United States)","Proud Boys",Rioters,"Rioters (United States)","Antifa (United States)",Rioters,Rioters-Rioters,,840,"North America","United States",California,Sacramento,,Sacramento,38.5799,-121.4962,1,"ABC10 (Sacramento); KCRA3; Antifa Sacramento; It's Going Down",Other-Subnational,"On 21 November 2020, over 80 Proud Boys staged a 'Stop the Steal' rally and march from the Capitol to Cesar Chavez Park in Sacramento (California) in support of President Trump and against the 2020 Presidential election results. An unreported number of counter-demonstrators with Antifa were also present. Proud Boys allegedly attacked unhoused people and entered into physical altercations with Antifa members. A Proud Boys member allegedly followed and intimidated counter-demonstrators after the event.",0,"counter-demonstration; crowd size=over 80; stop the steal",1680633502
USA17801,"21 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Unidentified Communal Militia (United States)",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Georgia,Chatham,,Savannah,32.0835,-81.0998,1,"Count Love; Savannah Morning News",Other-Subnational,"On 21 November 2020, around 60 people, a few of which were armed with assault rifles and handguns, gathered in Johnson Square in Savannah (Georgia) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. A handful of counter-protesters gathered near a monument in the same park.",0,"armed; counter-demonstration; crowd size=around 60; stop the steal",1680633585
USA17758,"21 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys; Groypers; Oath Keepers; III% Security Force; Government of the United States (2017-2021); GOP: Republican Party",Protesters,"Protesters (United States)","BLM: Black Lives Matter; Refuse Fascism; DSA: Democratic Socialists of America; FLOWER: Frontline Organization Working to End Racism; Antifa (United States)",Protesters,Protesters-Protesters,,840,"North America","United States",Georgia,Fulton,,Atlanta,33.7559,-84.3898,1,"11 Alive; Twitter; News2Share; Refuse Fascism; On the Scene; MilitiaWatch","Local partner-New media","On 21 November 2020, several hundred people - including Georgia state representative Vernon Jones (R) and Proud Boys leader Enrique Tarrio - gathered outside the Capitol building in Atlanta (Georgia) for a 'Stop the Steal' event, against perceived election fraud and in support of President Trump's re-election. Several militia groups were also present, but only the Groypers, Oath Keepers, and III% Security Force were identified. A group of counter-demonstrators - which included members of Black Lives Matter, Refuse Fascism, FLOWER, DSA, and Antifa - dressed in all-black and carried riot shields during their march from City Hall to meet the pro-Trump group at the capitol. The counter-demonstrators opposed the Trump administration as well as the current disputes over the election results, carrying signs reading 'this is how a coup starts.' Police officers kept the two groups separated and eventually ordered both to disperse. Some demonstrators carried firearms.",0,"armed; counter-demonstration; crowd size=several hundred; stop the steal",1680633603
USA17778,"21 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Missouri,Cole,,"Jefferson City",38.5792,-92.173,1,"Jefferson City News Tribune",Subnational,"On 21 November 2020, people staged a 'Stop the Steal' rally in front of the Missouri State Capitol in Jefferson City (Missouri) to express skepticism about the validity of the election and in support of President Trump.",0,"crowd size=no report; stop the steal",1680633666
USA17760,"21 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Travis,,Austin,30.2747,-97.7405,1,"Austin American-Statesman",Subnational,"On 21 November 2020, over 100 people staged a 'Stop the Steal' rally in front of the Texas State Capitol in Austin (Texas) to express skepticism about the validity of the election and in support of President Trump. Several demonstrators were armed with long guns.",0,"armed; crowd size=over 100; stop the steal",1680633666
USA17728,"20 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Groypers; III% Security Force; Proud Boys",Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Fulton,,Atlanta,33.7559,-84.3898,1,"MilitiaWatch; On the Scene; Political Research Associates; Twitter; Yahoo News","Local partner-New media","On 20 November 2020, pro-Trump protesters took to the streets and gathered outside the Capitol building to protest the election results in Atlanta (Georgia) as part of the 'Stop the Steal' movement. The III% Security Force militia group, Nick Fuentes' Groyper Army and right wing influencer Ali Alexander also attended.",0,"crowd size=no report; stop the steal",1734479955
USA17683,"19 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys; III% Security Force; Pro-Police Group (United States); Groypers",Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Fulton,,Atlanta,33.7559,-84.3898,1,"MilitiaWatch; Liveuamap; Twitter; On the Scene","Local partner-New media","On 19 November 2020, hundreds of people - including right wing influencers Ali Alexander, Alex Jones, Nick Fuentes of Groypers, III% Security Force militia group and the Proud Boys, including Enrique Tarrio - marched around the Capitol building in Atlanta (Georgia) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. The group also protested mask mandates amid the coronavirus pandemic. Several participants held 'thin blue line' flags supporting the law enforcement. Outside the Governor's mansion, a group of people, including right wing influencers Alex Jones and Nick Fuentes staged a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. The group chanted 'four more years' as well as several anti-Biden chants.",0,"crowd size=hundreds; stop the steal",1680633603
USA17654,"18 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys; Pro-Police Group (United States); Government of the United States (2017-2021); QAnon; Groypers; III% Security Force; GOP: Republican Party",Protesters,"Protesters (United States)","BLM: Black Lives Matter; Antifa (United States)",Protesters,Protesters-Protesters,,840,"North America","United States",Georgia,Fulton,,Atlanta,33.7559,-84.3898,1,"Crowd Counting Consortium; MilitiaWatch; Newsweek; On the Scene; Political Research Associates; Twitter","Local partner-New media","On 18 November 2020, hundreds of people - including right wing influencers Ali Alexander, Alex Jones, Nick Fuentes of Groypers, Georgia state representative Vernon Jones, and Enrique Tarrio, leader of the Proud Boys - marched into the State Capitol in Atlanta (Georgia) as part of a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. Several participants held 'We are Q' signs and 'thin blue line' flags expressing support for the QAnon group and law enforcement. The group was met by a group of counter-protesters, which included members of the Black Lives Matter movement and Antifa. Police ordered both groups to move their protests from the Capitol grounds which they did before both groups later dispersed.",0,"counter-demonstration; crowd size=hundreds; stop the steal",1708466644
USA17543,"15 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Pro-Police Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Florida,Lee,,"Fort Myers",26.6216,-81.8405,1,News-Press,Subnational,"On 15 November 2020, about 130 vehicles participated in a 'Stop the Steal' caravan to the Lee County Courthouse in Fort Myers (Florida) to protest perceived election fraud and to show support for President Trump's re-election. Many participants had Trump and 'thin blue line' flags",0,"crowd size=about 130; stop the steal",1680633502
USA17561,"15 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Texas,Bexar,,"San Antonio",29.4278,-98.4875,1,"KSAT12; San Antonio Express-News; KENS5",Subnational,"On 15 November 2020, about 1000 people staged a 'Stop the Steal' car caravan in San Antonio (Texas) to express skepticism about the results of the presidential election and in support of President Trump. Another group of people in about 50 vehicles staged a car caravan in support of President-Elect Biden's victory in the general election.",0,"counter-demonstration; crowd size=more than 1050; stop the steal",1680633678
USA17546,"15 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Wisconsin,"La Crosse",,"La Crosse",43.8014,-91.2395,1,"Crowd Counting Consortium; News 8 Now",Other-National,"On 15 November 2020, pro-Trump supporters gathered for a 'Stop the Steal' event in La Crosse (Wisconsin) in support of Donald Trump and against the victory of Joe Biden.",0,"crowd size=no report; stop the steal",1697584399
USA17558,"15 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",California,"San Diego",,Poway,32.9628,-117.0359,1,"CBS8 (San Diego); Crowd Counting Consortium; San Diego Union-Tribune",Other-Subnational,"On 15 November 2020, around 200 people held a 'Stop the Steal' rally in Poway (California) in support of President Trump and against the results of the 2020 election.",0,"crowd size=around 200; stop the steal",1697584400
USA17396,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Pro-Police Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Arkansas,Benton,,Bentonville,36.3729,-94.2088,1,KNWA,Subnational,"On 14 November 2020, a group of people, several of which carried 'thin blue line' flags, gathered in Bentonville (Arkansas) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=no report; stop the steal",1680633502
USA17397,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Massachusetts,Suffolk,,Boston,42.3591,-71.0639,1,"Boston Globe",Subnational,"On 14 November 2020, about 125 people gathered at the State House in Boston (Massachusetts) as part of a 'Stop the Steal' rally, marching, waving flags, and chanting 'four more years'. A group of about 50 counter-protesters showed up and chanted 'Dump Trump' and 'Black Lives Matter'. The group of counter-protesters were a small group that separated from an earlier 'Trump/Pence Out Now' rally held at Boston Common.",0,"counter-demonstration; crowd size=about 175; stop the steal",1680633502
USA17403,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Ohio,Franklin,,Columbus,39.9613,-82.9991,1,"ABC6 (Columbus); Columbus Alive",Subnational,"On 14 November 2020, about 200 supporters of Donald Trump gathered in a 'Stop the Steal' rally at the Statehouse in Columbus (Ohio) to show support for the president and in support of the 'Million MAGA March' taking place in Washington, DC.",0,"crowd size=about 200; stop the steal",1680633502
USA17405,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Whitfield,,Dalton,34.7698,-84.9702,2,"Count Love; Chattanooga Times Free Press",Other-National,"On 14 November 2020, more than 50 people participated in a 'Stop the Steal' march from Ellijay to Dalton (Georgia) in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=more than 50; stop the steal",1680633502
USA17419,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Michigan Liberty Militia",Protesters,,,,"Protesters only",,840,"North America","United States",Michigan,Ingham,,Lansing,42.7339,-84.5555,1,"WNEM; Lansing State Journal; MilitiaWatch; Fox2 Detroit; Ionia Sentinel-Standard; Oakland Press; Local 4 (Detroit)","Local partner-New media","On 14 November 2020, approximately 500 Donald Trump supporters gathered for a 'Stop the Steal' rally outside the Capitol in Lansing (Michigan) in support of a second term for the president despite election totals showing Democrat Joe Biden won and in support of 'Million MAGA March' taking place in Washington, DC. Among the protesters was the Michigan Liberty Militia.",0,"crowd size=approximately 500; stop the steal",1680633502
USA17452,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","WTP: We the People",Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Chatham,,Savannah,32.0835,-81.0998,1,"Count Love; Savannah Morning News",Other-Subnational,"On 14 November 2020, about 70 people, including the founder of SC - We The People, gathered in front of the Chatham Board of Elections in Savannah (Georgia) amid the state-wide recount for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=about 70; stop the steal",1680633502
USA17454,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Florida,Martin,,Stuart,27.1976,-80.2528,1,"Palm Beach Post; Count Love",Other-Subnational,"On 14 November 2020, dozens of people gathered for a 'Stop the Steal' march in Stuart (Florida) in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=dozens; stop the steal",1680633502
USA25053,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys; Golden State Solidarity; American Guard",Protesters,"Protesters (United States)","Antifa (United States)",Protesters,Protesters-Protesters,,840,"North America","United States",California,Sacramento,,Sacramento,38.5799,-121.4962,1,"ABC10 (Sacramento); Antifa Sacramento; Crowd Counting Consortium; It's Going Down",Other-Subnational,"On 14 November 2020, an unreported number of Proud Boys staged a 'Stop the Steal' rally in Sacramento (California) in support of President Trump and against the 2020 Presidential election results. A counter-demonstration by Antifa members was reported. Members of Golden State Solidarity and American Guard attended. A Proud Boy member allegedly followed and intimidated Antifa counter-demonstrators after the event.",0,"counter-demonstration; crowd size=no report; stop the steal",1680633502
USA17431,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Tennessee,Davidson,,Nashville,36.166,-86.7842,1,"News 4 Nashville; WTVC News Channel 9; Tennessee Holler",Subnational,"On 14 November 2020, hundreds of people gathered outside the State Capitol in Nashville (Tennessee) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. A group of counter-protesters showed support for President-elect Joe Biden.",0,"counter-demonstration; crowd size=hundreds; stop the steal",1680633502
USA17459,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Oath Keepers; Proud Boys; Three Percenters (III%); Boogaloo Boys; QAnon; WAF: Women for America First; Women (United States)",Protesters,"Protesters (United States)","BLM: Black Lives Matter; Antifa (United States); Refuse Fascism",Protesters,Protesters-Protesters,,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"News2Share; NPR; WNCT; Vice News; MilitiaWatch; Washington Post; Fox43; WICU","Local partner-New media","On 14 November 2020, thousands of people held a 'Million MAGA March' and 'Stop the Steal' rally in Washington DC (District of Columbia) in support of President Trump and his allegations of voter fraud in the presidential election. While the event was organized by Women for America First, the Proud Boys, the Oath Keepers, Boogaloo Boys, the Three Percenters (III%), and QAnon supporters also participated. 300 or so counter demonstrators, including people associated with Refuse Fascism and Antifa, rallied against President Trump and in support of President-Elect Biden and the Black Lives Matter movement. The march remained largely peaceful during the day. Violent incidents were limited to specific subsets of the demonstrators and are coded as separate events.",0,"counter-demonstration; crowd size=thousands; stop the steal",1680633502
USA17390,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Unidentified Armed Group (United States); III% Security Force",Protesters,"Protesters (United States)","BLM: Black Lives Matter; LGBTQ+ (United States)",Protesters,Protesters-Protesters,,840,"North America","United States",Georgia,Fulton,,Atlanta,33.7559,-84.3898,1,"News2Share; MilitiaWatch; Atlanta Journal Constitution; Count Love; Channel 2 (Atlanta)","Local partner-New media","On 14 November 2020, 200-300 people, some of whom wore camo and were armed, gathered in front of the Capitol building in Atlanta (Georgia) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. Among the pro-Trump protesters was the III% Security Force militia. Several of the participants waved 'thin blue line' flags. Across the street, a smaller group of people - with LGBT flags and Black Lives Matter signs - gathered in support of President-elect Biden and Vice President-elect Harris.",0,"armed; counter-demonstration; crowd size=200-300; stop the steal",1680633585
USA17457,"14 November 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (United States)","Oath Keepers; Proud Boys; Three Percenters (III%); Boogaloo Boys; QAnon; American Guard",Rioters,"Rioters (United States)","BLM: Black Lives Matter; Antifa (United States); Civilians (United States); Journalists (United States)",Rioters,Rioters-Rioters,,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WICU; Fox43; MilitiaWatch; NPR; Washington Post; News2Share; Twitter; WNCT; WAMU88.5; Vice News; Fox29","Local partner-New media","On 14 November 2020, thousands of people held a 'Million MAGA March' and 'Stop the Steal' rally in Washington DC (District of Columbia) in support of President Trump and his allegations of voter fraud in the presidential election. The Proud Boys, Oath Keepers, Boogaloo Boys, Three Percenters (III%), American Guard and QAnon were also part of the march. 300 or so counter-demonstrators including people with Refuse Fascism and Antifa gathered to rally against President Trump and to show support for President-Elect Biden and the Black Lives Matter movement. Following an initially peaceful 'Stop the Steal' march, people including Proud Boys, Oath Keepers, and Three Percenters (III%) began rioting and fighting with other demonstrators. The two opposing groups engaged in fist fights and some people set off fireworks and sprayed irritants. Others used clubs and launched projectiles. A Trump supporter drove through the crowd with his car, but no one was injured. Multiple people were stabbed, including one reporter. One person was stabbed and taken to the hospital with serious injuries, but no information is available about the victim or the perpetrator. Four officers were also injured. Police attempted to disperse demonstrators with pepper spray and arrested at least 21 people.",0,"car ramming; counter-demonstration; crowd size=thousands; stop the steal",1680633603
USA17884,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",California,Orange,,"Huntington Beach",33.6637,-117.9937,1,"Hornet; Crowd Counting Consortium",Other-Subnational,"On 14 November 2020, more than 100 people staged a 'Stop the Steal' rally in Huntington Beach (California) in support of President Trump.",0,"crowd size=more than 100; stop the steal",1680633666
USA17392,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Travis,,Austin,30.2747,-97.7405,1,"KVUE; CBS Austin",Subnational,"On 14 November 2020, several hundreds of people staged a 'Stop the Steal' march from the Texas State Capitol to the Governor's Mansion in Austin (Texas) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=several hundreds; stop the steal",1680633666
USA17404,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Dallas,,Dallas,32.7792,-96.8004,1,"Fox4 (Dallas)",Subnational,"On 14 November 2020, people staged a 'Stop the Steal' march in Dallas (Texas) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=no report; stop the steal",1680633666
USA17406,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Florida,"Palm Beach",,"Delray Beach",26.4615,-80.0728,1,"Count Love; Palm Beach Post",Other-Subnational,"On 14 November 2020, around 500 people, including Roger Stone, gathered for a 'Stop the Steal' march in Delray Beach (Florida) in protest of perceived election fraud and in support of President Trump's re-election. The group also encouraged Trump 'to stay in power no matter the results.'",0,"crowd size=around 500; stop the steal",1680633666
USA17409,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Oregon,Lane,,Eugene,44.052,-123.0867,1,KEZI9,Subnational,"On 14 November 2020, dozens of people gathered for a 'Stop the steal' protest in Eugene (Oregon) in support of President Trump and against election fraud.",0,"crowd size=dozens; stop the steal",1680633666
USA17410,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Kentucky,Franklin,,Frankfort,38.2006,-84.874,1,"State Journal (Frankfort)",Subnational,"On 14 November 2020, about 200 people staged a 'Stop the Steal' rally in front of the Kentucky State Capitol in Frankfort (Kentucky) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=about 200; stop the steal",1680633666
USA17417,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States",Missouri,Cole,,"Jefferson City",38.5792,-92.173,1,"ABC17; Jefferson City News Tribune",Subnational,"On 14 November 2020, more than 100 people, led by local Republican elected officials, staged a 'Stop the Steal' rally at the Missouri State Capitol in Jefferson City (Missouri) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=more than 100; stop the steal",1680633666
USA17527,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Colorado,Douglas,,"Lone Tree",39.5307,-104.871,1,Fox31,Subnational,"On 14 November 2020, a group of pro-Trump demonstrators gathered along an interstate in Lone Tree (Colorado) to hold a 'Stop the Steal' rally, to protest the 2020 election being called for Joe Biden.",0,"crowd size=no report; stop the steal",1680633666
USA17448,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",California,"San Diego",,"San Diego",32.7174,-117.166,1,"CBS8 (San Diego); KUSI",Subnational,"On 14 November 2020, between hundreds and thousands of people staged a 'Stop the Steal' rally at Waterfront Park in San Diego (California) in support of President Trump and against 2020 presidential election results. The event coincided with the 'Million MAGA March' in Washington, D.C.",0,"crowd size=between hundreds and thousands; stop the steal",1680633666
USA17523,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Maine,Kennebec,,Augusta,44.3106,-69.7794,1,"Fox22; Twitter","New media-Subnational","On 14 November 2020, Trump supporters protested at the State House in Augusta (Maine) as part of the 'Stop the Steal' movement to show Trump still has supporters that want him to fight and that the election was stolen.",0,"crowd size=no report; stop the steal",1680633666
USA17528,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Gregg,,Longview,32.5007,-94.7405,1,"Longview News-Journal",Subnational,"On 14 November 2020, hundreds of people staged a 'Stop the Steal' rally in Longview (Texas) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=hundreds; stop the steal",1680633666
